0.0666	0.0665	0.4324	0.4344	0.0010	-0.0014	-0.0072	-0.0019	22951.0000	22906.0000	148924.0000	149626.0000
0.0692	0.0669	0.4328	0.4311	0.0167	0.0186	0.0144	0.0039	23986.0000	23199.0000	150095.0000	149524.0000
0.0713	0.0657	0.4331	0.4300	0.0412	0.0448	0.0320	0.0088	24753.0000	22793.0000	150360.0000	149276.0000
0.0779	0.0646	0.4363	0.4213	0.0932	0.1106	0.0992	0.0283	27323.0000	22666.0000	153087.0000	147825.0000
0.0896	0.0627	0.4353	0.4123	0.1765	0.2036	0.1637	0.0499	31967.0000	22375.0000	155328.0000	147123.0000
0.1096	0.0593	0.4395	0.3916	0.2981	0.3558	0.2909	0.0983	40284.0000	21782.0000	161560.0000	143947.0000
0.1649	0.0495	0.4500	0.3355	0.5381	0.6839	0.5361	0.2300	66597.0000	20000.0000	181694.0000	135450.0000
0.2377	0.0369	0.4630	0.2625	0.7314	1.0077	0.7308	0.4012	109644.0000	17009.0000	213576.0000	121102.0000
