0.2815	0.0300	0.4701	0.2184	0.8073	1.1729	0.8077	0.5032	130122.0000	13877.0000	217321.0000	100959.0000
0.2809	0.0302	0.4699	0.2190	0.8056	1.1698	0.8060	0.5015	129899.0000	13983.0000	217324.0000	101298.0000
0.2808	0.0307	0.4698	0.2187	0.8027	1.1674	0.8043	0.5011	129713.0000	14196.0000	217017.0000	101032.0000
0.2806	0.0302	0.4695	0.2197	0.8057	1.1682	0.8048	0.5002	129740.0000	13961.0000	217099.0000	101585.0000
0.2813	0.0306	0.4693	0.2187	0.8038	1.1680	0.8035	0.5013	130144.0000	14159.0000	217099.0000	101178.0000
0.2818	0.0301	0.4707	0.2174	0.8069	1.1750	0.8095	0.5049	130272.0000	13919.0000	217622.0000	100535.0000
0.2811	0.0300	0.4698	0.2191	0.8068	1.1708	0.8063	0.5017	129886.0000	13885.0000	217102.0000	101250.0000
0.2792	0.0304	0.4712	0.2191	0.8035	1.1687	0.8088	0.5009	129346.0000	14094.0000	218268.0000	101488.0000
